stationName,stationLngGcj02,stationLatGcj02,fastCnt,slowCnt,freeCnt,fastFreeCnt,electricityFeeBigDecimal
特瓦特大中电器超级充电站,116.316641,40.073455,36,0,36,36,1.16
北京昌平区国仕汇充电站,116.314724,40.079308,0,3,0,0,1.17
北京市昌平区风雅园三区公共充电站,116.325068,40.079383,5,0,3,3,1.45
京供华商回龙观街道南充电站,116.325205,40.062634,36,0,15,15,0.92
云和桥昌平三合庄充电站,116.318364,40.083452,10,0,2,2,1.50
三电双智元福公园充电站,116.357879,40.079233,14,0,11,11,1.34
用电无忧龙锦二街充电站,116.361062,40.087414,30,0,20,20,1.11
（公共站）昌平区龙锦苑公共充电站,116.362176,40.089121,10,1,8,8,1.13
Hi ZOOM充电站（奥北森林公园北入口停车场）,116.397509,40.079204,48,0,36,36,0.94
特来电天通苑北三角地充电站,116.414789,40.078201,3,0,0,0,1.08
优速得东三旗超充站,116.416983,40.091894,12,0,4,4,1.06
北京市昌平区温榆河公园充电站,116.468977,40.10168,8,0,2,2,1.45
北京蓝星清洗自用交流充电站,116.546934,40.092426,0,6,0,0,1.04
星星充电-顺义-蓝星花园交流充电站,116.551395,40.089535,0,12,6,0,1.30
星星充电-顺义-蓝星花园充电站,116.555821,40.089062,1,4,3,1,1.30
EC动力塔河村二期充电站,116.621852,40.097554,12,0,9,9,1.41
EC动力塔河村充电站,116.622284,40.097589,42,2,27,27,1.41
【不对外开放】极狐-研究总院公务车充电站,116.633621,40.097481,0,13,2,0,0.95
北汽集团顺义公务车桩群,116.632393,40.098369,0,31,0,0,0.95
【不对外开放】极狐-北京现代技术中心充电站,116.643631,40.094612,5,14,14,5,1.05
超级饭电双河大街站,116.656639,40.09697,24,0,15,15,1.65
北京艾迪公园充电站,116.639606,40.098426,20,0,9,9,1.26
御墅南区,116.687823,40.110284,0,4,4,0,1.76
北京市顺义区南彩供电所院外公共充电站,116.725478,40.120642,2,0,0,0,1.45
北京市顺义区南彩供电所院内公共充电站,116.724937,40.120732,6,0,4,4,1.45
北京市顺义区南彩镇社区卫生服务站公共充电站,116.750873,40.136958,8,0,8,8,1.45
北京市顺义区南彩镇顺义汽车总站西侧公共充电站,116.745348,40.134799,14,0,12,12,1.45
北京市顺义区张镇浅山香邑公共充电站,116.937598,40.148704,6,0,3,3,1.45
北京市昌平区流村供电所公共充电站,116.063185,40.182302,4,0,3,3,1.45
星星充电-海淀-凤仪佳苑二里充电站,116.144345,40.107621,4,0,4,4,1.45
星星充电-北京海淀-前沙涧路7号院充电站,116.148069,40.109383,0,18,11,0,1.44
翠湖别墅,116.204345,40.112213,0,3,3,0,1.96
星星充电-昌平-泰康研修院充电站,116.271898,40.097439,10,8,6,6,1.64
北京昌平区正旦国际大厦充电站,116.279517,40.095408,4,0,1,1,1.15
北京三一产业园-2号厂房南侧,116.292006,40.088705,0,8,1,0,1.42
北京三一产业园（重工B座家属楼西南侧）,116.294515,40.087876,0,4,2,0,1.42
北京市昌平区生命科学园地铁站停车场公共充电站,116.292029,40.094216,14,0,8,8,1.45
云和桥龙湖冠寓生命科学园充电站,116.299049,40.089826,14,0,1,1,1.31
北京市昌平区温德姆酒店充电站,116.3048,40.084034,28,0,11,11,1.02
【不对外】北京华北电力大学充电站,116.310474,40.089146,5,29,20,1,1.30
朱辛庄二期,116.316616,40.095702,20,0,0,0,1.51
平西府充电站,116.378913,40.098796,24,0,4,4,1.09
北京昌平宏福苑充电站,116.394384,40.102829,0,6,2,0,1.09
北京市昌平区北七家名佳花园公共充电站,116.418522,40.103659,50,0,46,46,1.45
星星充电-昌平-王府公寓充电站,116.407649,40.10562,2,3,3,2,1.70
北京昌平美树假日充电站,116.425788,40.103862,4,0,3,3,1.20
北京昌平美树交流充电站,116.423628,40.104782,0,3,1,0,1.53
北京市昌平区未来科技城新世纪商城南区公共充电站,116.468408,40.113818,16,0,13,13,1.45
北京市昌平区北七家提香源海鲜酒楼公共充电站,116.454088,40.118987,8,0,5,5,1.45
【内部专用】星星充电-顺义-金地中央世家充电站,116.538241,40.104076,16,2,0,0,1.72
北京市顺义区后沙峪供电所公共充电站,116.543937,40.098426,8,0,3,3,1.45
EC动力后沙峪充电站,116.543393,40.100168,20,0,9,9,1.41
【内部专用】星星充电-中国自动化东区,116.556776,40.094599,4,6,7,4,1.60
后沙峪超级充电站,116.554675,40.098717,14,0,2,2,0.99
【不对外开放】极狐-北汽研发基地超充站,116.634918,40.099194,4,0,3,3,0.95
【内部专用】星星充电-顺义-笔克展览充电站,116.633339,40.104023,0,6,2,0,1.24
特来电北京仁和商业大厦充电站,116.665404,40.108141,5,10,12,2,2.10
御墅北区,116.687358,40.114153,0,6,4,0,1.76
特来电北京河北村民俗文化园充电站,116.728755,40.132156,20,7,23,17,1.45
【不对外开放】极狐-北京现代杨镇工厂充电站,116.845604,40.166656,0,17,6,0,1.05
北京市平谷区马昌营昌盛机械厂公共充电站,117.003418,40.120311,24,0,24,24,1.45
金谷家具城汽车充电站,117.135514,40.152195,6,0,1,1,1.04
京藏高速官厅服务区充电站（北京方向）,115.67735,40.346329,8,0,8,8,1.41
北京市昌平区流村镇政府公共充电站,116.064039,40.182472,8,0,7,7,1.45
光华荣昌充电站,116.073145,40.176299,12,0,0,0,1.14
星星充电-北京海淀-麓景嘉园南里充电站,116.144437,40.109621,0,18,12,0,1.44
【不对外开放】极狐-翠湖农业充电站,116.168793,40.120834,1,1,0,0,0.90
北京市海淀区上庄镇上庄前章村充电站,116.177628,40.124547,4,6,10,4,1.45
卡丘充电-984医院,116.22029,40.116013,1,3,2,0,1.51
北京市海淀区馨瑞嘉园公共充电站,116.216397,40.122476,12,0,6,6,1.45
【不对外开放】极狐-福田总部充电站,116.250748,40.123344,0,50,5,0,0.88
国家人类遗传资源中心停车位南侧,116.275517,40.106155,0,12,11,0,0.76
国家人类遗传资源中心停车位北侧,116.275517,40.106155,0,12,8,0,0.76
壳牌国华充电站直流区,116.280887,40.113972,10,4,5,5,1.14
云和桥龙湖冠寓生命科学园充电站,116.299049,40.089826,14,0,2,2,1.31
北京军腾高科充电站,116.302928,40.108764,0,8,3,0,1.60
北京市昌平区北京人家公共充电站,116.304684,40.081629,18,0,16,16,1.45
北京市昌平区白各庄新村西一区公共充电站,116.349944,40.11562,16,3,9,9,1.45
大广高速土沟服务区公共充电站(广州方向),116.482632,40.129305,8,0,7,7,1.45
北京市昌平区未来科技城新世纪商城北区公共充电站,116.46793,40.132262,8,0,1,1,1.45
北京市顺义区春晖园温泉酒店公共充电站,116.493308,40.127631,8,0,6,6,1.45
星星充电-顺义-联东U谷蓝贝科技园充电站,116.564035,40.104529,6,3,8,6,1.52
北京顺义区后沙峪充电站,116.564933,40.111273,14,0,13,13,1.13
后沙峪段8号1号院充电站,116.565958,40.111736,30,0,0,0,1.30
顺义京密路后沙峪段8号2号院充电站,116.565789,40.112315,12,18,8,8,1.42
北京顺义天竺万科中心充电站,116.580777,40.11407,12,0,2,2,1.09
EC动力航港充电站,116.601232,40.111621,48,4,28,28,1.41
EC动力航港二期充电站,116.601232,40.111621,16,6,14,10,1.41
特来电北京航城广场充电站,116.608074,40.11358,4,2,5,3,2.00
北京市顺义区航港大厦西侧公共充电站,116.606727,40.115211,26,0,19,19,1.45
EC动力塔河村充电站,116.622284,40.097589,42,2,26,26,1.41
北京市顺义区航港大厦北侧公共充电站,116.610755,40.116949,25,0,18,18,1.45
特来电北京空港机动车交易中心充电站,116.597279,40.120414,3,0,3,3,1.65
顺冠快充石园西区15号楼充电站,116.66391,40.111361,1,0,0,0,1.21
顺冠快充石园北一26号楼充电站,116.664882,40.114429,4,0,2,2,1.21
星星充电-顺义-李桥（豫鑫宏达）充电站,116.70588,40.083471,126,0,88,88,1.44
北京市平谷区峪口杨家桥村公共充电站,116.986167,40.155187,8,0,8,8,1.45
北京市平谷区星宇昊家具城公共充电站,117.021937,40.135771,16,0,14,14,1.45
北京市平谷区夏各庄桃园仙居民俗饭店公共充电站,117.19849,40.145612,8,0,5,5,1.45
京藏高速官厅服务区全液冷超级充电站（北京方向）,115.676421,40.346328,18,0,17,17,1.41
京礼高速上店服务区充电站（北京方向）,116.097093,40.171147,12,0,12,12,1.45
京礼高速上店服务区充电站（崇礼方向）,116.095976,40.172524,12,0,11,11,1.45
星星充电-海淀-麓景嘉园北里充电站,116.145416,40.112126,4,18,18,2,1.44
北京市海淀区看守所院外公共充电站,116.148001,40.117691,12,0,9,9,1.45
北京沙河北大桥超级充电站,116.26752,40.13184,14,0,12,12,1.48
【内部专用】星星充电-昌平-北京雪迪龙科技股份有限公司,116.299469,40.110006,4,2,4,4,1.25
特来电北京北七家温泉花园充电站,116.411338,40.127016,1,4,4,1,1.90
北京市昌平区八仙庄公共充电站,116.429929,40.135214,14,0,9,9,1.45
北京市昌平区北七家提香源海鲜酒楼公共充电站,116.454088,40.118987,8,0,6,6,1.45
北京顺义启航国际充电站 ,116.557481,40.116746,20,0,6,6,1.01
国门一号,116.56129,40.121417,38,0,29,29,0.97
林吉大厦充电站,116.589005,40.120434,0,13,0,0,1.92
北京顺义东港鑫座充电站,116.613795,40.120266,12,0,7,7,0.99
特来电北京宏远临空总部港充电站,116.616127,40.120024,4,2,6,4,2.00
北京市顺义区怡馨家园社区有序公共充电站,116.647849,40.118984,2,0,0,0,1.31
特来电北京顺义居然之家充电站,116.641847,40.122132,17,8,24,17,1.64
特来电北京广厦鑫苑充电站,116.660579,40.116738,3,2,5,3,1.39
特来电北京微尚生活广场充电站,116.671991,40.126874,5,0,5,5,2.10
北京市平谷区大兴庄镇政府公共充电站,117.042253,40.145447,8,0,5,5,1.45
北京市平谷区峪口禽业孵化场充电站,117.021646,40.153758,6,0,3,3,1.45
北京市平谷区起亚中德兴旺4S店公共充电站,117.074224,40.145825,8,0,6,6,1.45
北京市平谷区国泰公共充电站,117.11141,40.141341,2,0,1,1,1.45
北京农商银行(平谷支行）充电站(对内使用）,117.119,40.1467,1,4,4,1,1.03
北京市昌平区阳坊镇西贯市村公共充电站,116.141165,40.139269,8,0,6,6,1.45
路庄村北停车场,116.267431,40.142623,0,12,9,0,1.96
路庄村南停车场,116.269622,40.14062,0,12,12,0,1.96
北京昌平沙河地铁站充电站,116.297967,40.14304,32,0,18,18,1.06
星星充电-昌平-园林圣懋充电站,116.322891,40.139583,10,7,16,10,2.11
北京昌平于辛庄充电站,116.295015,40.146105,24,0,16,16,1.04
北京市昌平区生命科学园地铁站停车场公共充电站,116.292029,40.094216,14,0,7,7,1.45
绿城雅苑,116.320047,40.148506,0,6,4,0,2.06
特来电北京市红栌山庄充电站,116.37971,40.145651,14,24,38,14,2.22
北七家汽车充电站,116.43511,40.143647,12,0,0,0,1.01
【内部专用】星星充电-顺义-光华集团产业园充电站,116.514792,40.143951,55,0,18,18,1.19
北京市顺义区高丽营供电所公共充电站,116.504169,40.159951,8,0,8,8,1.45
高丽营虎乐园充电站,116.545631,40.133702,12,0,7,7,1.41
普洛斯北京顺义空港物流园,116.595497,40.126184,7,0,2,2,1.25
普洛斯北京顺航物流园,116.589474,40.132623,20,0,17,17,1.29
北京市顺义区南法信地铁站停车场充电站,116.610816,40.128851,8,0,5,5,1.45
华英园9号商业楼充电站,116.617575,40.129075,12,0,10,10,0.96
派捷充-华英园充电站,116.618253,40.128889,0,5,4,0,1.78
顺义区华英园,116.61843,40.128914,2,2,0,0,1.59
星星充电-顺义区-石门村南苑二期充电站,116.631295,40.129203,4,0,3,3,1.47
星星充电-顺义-石门苑南门充电站,116.632733,40.12935,4,0,4,4,1.47
北京顺义锦荟港充电站,116.647393,40.126474,12,0,8,8,1.08
星星充电-顺义区-石门苑东门充电站,116.634952,40.131378,8,0,8,8,1.47
bp pulse快充站(北京顺义站前北街),116.646845,40.130386,12,0,8,8,0.82
北京市顺义区西辛超级充电站,116.640171,40.133628,8,0,4,4,1.05
北京市顺义区国泰宜宾停车场统建统服充电站,116.646925,40.132084,12,0,8,8,1.13
北京市顺义区国泰宜宾停车场充电站,116.646925,40.132084,12,0,10,10,1.13
特来电北京华联顺义金街店充电站,116.65158,40.128676,32,0,24,24,1.54
北京市顺义区俸伯地铁站充电站,116.682965,40.133313,10,0,8,8,1.45
燕丰驿站充电站,116.70169,40.139094,50,0,16,16,1.01
燕丰新能源驿站,116.701911,40.139046,56,0,0,0,0.78
燕丰新能源充电站,116.701711,40.139164,34,20,18,18,1.47
特来电北京翰昂汽车零部件公司充电站,116.692336,40.143956,4,7,11,4,2.10
（公共站）北京市顺义区道仙庄充电站四站,116.748165,40.169937,2,3,5,2,1.41
（公共站）北京市顺义区道仙庄充电站三站,116.751296,40.171638,0,4,4,0,1.41
（公共站）北京市顺义区道仙庄充电站二站,116.749776,40.17242,0,2,2,0,1.41
北京市顺义区国际鲜花港南门公共充电站,116.793884,40.1769,26,0,26,26,1.45
北京市顺义区张镇龙凤路西侧充电站,116.92888,40.190557,9,0,9,9,1.45
北京市平谷区平谷体育中心公共充电站,117.076885,40.146008,60,0,58,58,1.45
北京市平谷区平谷体育中心公共充电站（SDK）,117.083394,40.151941,0,10,8,0,1.45
特来电北京华联商厦（BHG）平谷店充电站,117.093187,40.14619,2,6,7,1,1.64
北京市平谷区交通局公共充电站,117.108108,40.14584,5,0,5,5,1.45
北京市平谷区山东庄供电所公共充电站,117.158304,40.18368,0,1,0,0,1.45
北京市平谷区山东庄供电所公共充电站,117.158304,40.18368,1,0,1,1,1.45
北京市昌平区天寿陵园公共充电站,116.07442,40.223344,8,0,8,8,1.45
北京市昌平区中国石油科技创新基地南侧充电站,116.242831,40.158518,4,2,5,3,1.45
北京市昌平区中国石油科技创新基地北侧充电站,116.236929,40.166068,7,0,5,5,1.45
【内部专用】星星充电-昌平-中石油科技园充电站,116.237626,40.167064,8,12,13,6,1.64
壳牌充电（航空航天大学北京沙河校区充电站）,116.269317,40.150864,2,5,2,0,1.03
绿城雅居,116.303293,40.153546,0,4,3,0,2.06
绿城雅居商铺,116.304014,40.153811,0,6,6,0,2.06
北京昌平于辛庄充电站,116.295015,40.146105,24,0,15,15,1.04
【暂不对外】星星充电-北京协和汤山会议中心,116.378006,40.174606,1,5,5,0,1.90
北京太阳城社区,116.416419,40.151583,0,6,5,0,1.27
天成充电站,116.501837,40.160698,28,0,24,24,1.11
北京市顺义区九干桥北公共充电站,116.511896,40.16781,8,0,8,8,1.45
星星充电-顺义-T3空间充电站【禁止4.2米以上货车充电】,116.55236,40.147419,6,3,9,6,1.84
万万树二期,116.548603,40.1527,0,6,6,0,1.96
国门一号,116.56129,40.121417,38,0,28,28,0.97
德玉充电站,116.60573,40.139373,50,0,37,37,1.29
顺沙路丽枫酒店停车场充电站,116.602465,40.144979,36,0,19,19,0.90
北京顺义区东杜兰充电站,116.608207,40.144413,4,0,2,2,1.23
【内部专用】星星充电-顺义-双兴北区充电站,116.651629,40.143082,0,18,12,0,1.56
（公共站）北京市顺义区道仙庄充电站一站,116.746843,40.17241,0,3,3,0,1.41
北京市平谷区峪口供电所公共充电站,117.007452,40.18395,2,0,1,1,1.45
北京市平谷区峪口镇政府公共充电站,117.007965,40.183932,18,0,17,17,1.45
北京市平谷区首创悦洳汇小区充电站,117.078374,40.15537,8,0,2,2,1.45
第一服务旭辉墅,117.077297,40.159285,0,12,8,0,1.27
当代旭辉墅,117.077346,40.159628,0,6,2,0,1.27
北京市平谷区交通局驾校公共充电站,117.111729,40.154411,5,0,3,3,1.45
北京市平谷区兴谷广场公共充电站,117.12126,40.158011,6,0,4,4,1.45
陆峰达客运,117.127794,40.162514,75,0,20,20,1.51
北京市昌平区马池口镇政府院外公共充电站,116.168086,40.182311,6,0,4,4,1.45
北京市昌平区马池口新世纪商城公共充电站,116.168864,40.1853,8,0,6,6,1.45
桥梁厂小区,116.183781,40.183797,0,10,8,0,1.76
京藏高速百葛服务区公共充电站(北京方向),116.237736,40.181483,8,0,4,4,1.45
昌平北街家园一区车库B3充电站,116.26613,40.163697,0,12,12,0,1.33
恒大城7号院,116.260923,40.171026,0,10,10,0,1.76
恒大城5号院,116.263182,40.17091,0,12,12,0,1.76
北京昌平林溪充电站,116.314539,40.170152,10,0,7,7,1.04
北京市昌平区小汤山文化广场公共充电站,116.397737,40.175978,5,0,5,5,1.45
典雅庄园,116.401026,40.17782,0,3,3,0,1.68
金科帕提欧,116.393929,40.181726,0,6,2,0,1.68
湾流汇嘉园,116.430057,40.167256,0,3,3,0,1.76
金科王府邻里中心,116.421748,40.173926,0,12,12,0,1.96
金科王府充电站,116.421319,40.17604,0,6,6,0,1.96
宁华智充（高丽营二村站）,116.491548,40.173376,22,0,16,16,1.01
德玉充电站,116.60573,40.139373,50,0,38,38,1.29
北京市顺义区南陈路充电站,116.61764,40.160075,10,0,8,8,1.23
北京顺义马坡千亩森林公园充电站,116.640042,40.161901,8,0,8,8,1.04
北京顺义马坡千亩森林公园二期充电站,116.640002,40.16206,16,0,13,13,1.04
北京市顺义区生源恒业办公楼充电站,116.658811,40.155274,16,0,16,16,1.45
广汽能源北京顺义鲲煕汇西路侧超充站,116.6538,40.158794,12,0,6,6,0.87
广汽能源北京顺义鲲煕汇西路侧目的地站,116.6538,40.158794,0,8,7,0,1.10
国亿通鲲熙汇充电站,116.654898,40.159588,12,0,7,7,0.96
北京市顺义区奥林匹克水上公园公共充电站,116.691178,40.16874,33,0,33,33,1.45
北京市顺义区南彩供电所院外公共充电站,116.725478,40.120642,2,0,1,1,1.45
北京市顺义区龙湾屯供电所公共充电站,116.871613,40.217191,2,0,1,1,1.45
星星充电-顺义-北京空港宝湾国际物流园充电站,116.918322,40.077004,18,0,9,9,1.24
北京市平谷区峪口新村东区公共充电站,117.016074,40.186768,12,0,12,12,1.45
北京市平谷区峪口镇中侨村公共充电站,117.041332,40.177588,8,0,6,6,1.45
北京市平谷区华晨金鼎4S店公共充电站,117.109864,40.155577,8,0,8,8,1.45
北京平谷区锐E空间有序公共充电站,117.116926,40.159412,0,20,0,0,1.35
北京平谷锐E空间充电站,117.116293,40.16036,10,0,7,7,1.14
北京市平谷区兴旺开闭站公共充电站,117.139607,40.178773,8,0,5,5,1.45
北京市平谷区京东石林峡景区公共充电站,117.259621,40.272172,8,0,8,8,1.45
北京市平谷区湖洞水景区公共充电站,117.252633,40.265876,8,0,8,8,1.45
星星充电-昌平华彬庄园绿色休闲健身俱乐部,116.125369,40.201876,2,6,8,2,1.64
北京昌乐庄园,116.139433,40.193071,0,12,8,0,1.96
桥梁厂小区西区,116.193187,40.186765,0,10,8,0,1.76
北京市昌平区中国石油科技创新基地北侧充电站,116.236929,40.166068,7,0,6,6,1.45
北京昌平于辛庄充电站,116.295015,40.146105,24,0,14,14,1.04
北京市昌平区百善镇政府公共充电站,116.317029,40.191934,5,0,1,1,1.45
北京市昌平区百善镇政府公共充电站（SDK）,116.316844,40.191982,0,1,1,0,1.45
特来电北京九华山庄充电站,116.414392,40.183354,8,4,7,6,1.85
北京顺义马坡千亩森林公园二期充电站,116.640002,40.16206,16,0,14,14,1.04
星星充电-顺义-利泽汽修充电站,116.638018,40.167331,5,0,4,4,1.34
京密路马坡桥华鑫充电站,116.641919,40.172543,16,0,11,11,1.05
广汽能源北京顺义乾安路建胜街路侧超充站,116.652634,40.16409,12,0,9,9,0.86
广汽能源北京顺义乾安路建胜街路侧目的地站,116.652634,40.16409,0,12,8,0,1.10
金宝花园洋房,116.661662,40.176365,0,3,2,0,1.36
金宝花园北区1号楼地面停车场,116.665395,40.178013,0,10,5,0,0.60
特来电北京龙湾屯卫生院充电站,116.855924,40.231956,3,6,6,3,1.48
北京市平谷区城北水乡公共充电站,117.08176,40.180776,8,0,7,7,1.45
星星充电-平谷-联东U谷平谷科技园充电站,117.126231,40.174236,6,3,7,4,1.28
联东U谷平谷科技园A2,117.129938,40.176202,0,12,12,0,1.63
联东U谷平谷科技园A1,117.12945,40.176083,0,12,12,0,1.63
北京市平谷平旺街联东U谷充电站,117.133,40.1782,0,15,14,0,1.62
北京市延庆区玻钢厂充电站,115.898933,40.368684,7,0,4,4,1.45
北京市延庆区康庄收费站公共充电站,115.909615,40.363107,4,0,3,3,1.45
北京市延庆区里炮村公共充电站,115.936049,40.354308,8,0,7,7,1.45
京礼高速上店服务区充电站（崇礼方向）,116.095976,40.172524,12,0,12,12,1.45
北京市昌平区南口供电所公共充电站,116.112542,40.227807,1,0,1,1,1.45
北京市昌平区奤夿屯新区院外充电站,116.184286,40.201851,6,0,5,5,1.45
北京市昌平区奤夿屯新区公共充电站,116.178215,40.206162,6,0,6,6,1.45
北京市昌平区马池口供电所公共充电站,116.197632,40.201314,4,0,4,4,1.45
京供华商百泉花园充电站,116.213037,40.202713,12,0,0,0,1.01
星星充电-北京昌平-昌平硅谷SOHO充电站,116.233823,40.195958,46,0,38,38,1.64
【充小兽】北京昌平水屯超充站,116.228039,40.200599,10,0,1,1,0.97
星星充电-昌平-龙山跃充电站,116.232868,40.199675,0,30,25,0,1.49
【内部专用】星星充电-昌平-雪迪龙充电站,116.289758,40.198742,1,6,2,0,1.25
北京市昌平区八仙庄公共充电站,116.429929,40.135214,14,0,8,8,1.45
北京运通嘉宝汽车销售服务有限公司,116.509854,40.210884,0,3,1,0,1.96
北京昌平麦庄充电站,116.464802,40.208842,8,0,4,4,1.16
众乐创-双创基地,116.543141,40.213376,0,6,6,0,1.96
顺沙路丽枫酒店停车场充电站,116.602465,40.144979,36,0,18,18,0.90
北京市顺义区石家营公共充电站,116.614074,40.190225,32,0,29,29,1.45
车电网北京马坡汽车城充电站,116.638825,40.186437,2,0,1,1,1.23
广汽能源北京顺义乾安路建胜街路侧超充站,116.652634,40.16409,12,0,10,10,0.86
北京市顺义区马坡佳和宜园公共充电站,116.651695,40.175677,15,0,8,8,1.45
金宝花园三期,116.661534,40.17665,0,2,2,0,1.36
金宝花园二期,116.66229,40.178128,0,2,2,0,1.36
北京顺义金宝天阶充电站,116.665044,40.179374,16,0,6,6,1.02
北京市顺义区顺兴街7号院公共充电站,116.665626,40.183414,8,0,6,6,1.45
中化新能源北京怡生园充电站,116.693429,40.199248,8,1,6,6,1.44
【改造中】顺义怡生园酒店充电站,116.693436,40.199259,8,5,0,0,1.45
北京市顺义区北小营供电所公共充电站,116.729906,40.215647,4,0,3,3,1.45
北京市顺义区张镇供电所公共充电站,116.945669,40.142275,2,0,2,2,1.45
联东U谷平谷科技园C,117.124676,40.175974,0,4,4,0,1.63
联东U谷平谷科技园B1,117.125149,40.176156,0,10,10,0,1.63
联东U谷平谷科技园B2,117.125256,40.176148,0,12,12,0,1.63
北京市平谷区金海湖镇政府公共充电站,117.267259,40.179376,8,0,5,5,1.45
大王庄北区充电站,115.90963,40.3775,0,3,3,0,1.14
【充小兽】北京昌平水屯超充站,116.228039,40.200599,10,0,2,2,0.97
北京市昌平区昌平供电公司公共充电站,116.233945,40.205131,4,0,4,4,1.45
星星充电-中国电子昌平科技园公共充电站,116.251292,40.203519,8,0,7,7,1.17
北京市昌平区城区供电服务中心公共充电站,116.280727,40.208963,4,0,0,0,1.45
北京市昌平区城区供电服务中心公共充电站（SDK）,116.280827,40.208963,0,1,0,0,1.45
西崔村西充电站,116.351038,40.217169,0,6,5,0,1.30
北京昌平麦店充电站,116.465107,40.209034,6,0,1,1,1.16
（公共站）电掌柜顺义赵全营仓储充电站,116.575142,40.216323,10,0,10,10,1.19
北京市顺义区赵全营公共充电站,116.592965,40.21163,8,0,7,7,1.45
小桔充电汽车充电站（北京顺义赵全营）,116.596905,40.21196,12,0,1,1,1.23
世纪全营充电站,116.620462,40.211634,24,0,10,10,1.49
特来电北京市顺义区香悦四季项目西区充电站,116.651639,40.179554,1,10,11,1,2.00
北京市顺义区乔波国际会议中心公共充电站,116.661,40.198705,8,0,8,8,1.45
北京市顺义区龙湾屯大北坞公共充电站,116.861985,40.255588,4,0,4,4,1.45
北京市密云区葫芦峪景区公共充电站,116.915491,40.248619,4,0,4,4,1.45
北京市平谷区乐政务乡斋各庄村北充电站,117.033372,40.233204,8,0,7,7,1.45
北京市延庆区野鸭湖景区公共充电站,115.862048,40.410159,16,0,13,13,1.45
营城子村委会充电站,115.957083,40.3627,0,5,5,0,1.14
北京市昌平区南口镇政府公共充电站,116.147043,40.230177,20,0,15,15,1.45
北京市昌平区奤夿屯新区院外充电站,116.184286,40.201851,6,0,6,6,1.45
星星充电-昌平-北京市昌平区殡仪馆充电站,116.216964,40.212429,4,3,7,4,1.54
派捷充-新悦家园南区充电站,116.228866,40.209221,0,5,4,0,1.17
【内部专用】星星充电-北京昌平-北京市规划和自然资源委员会昌平分局,116.240635,40.205627,0,4,1,0,1.24
（公共站）昌平区新悦家园南区充电站,116.22968,40.209743,0,8,6,0,1.26
（公共站）昌平区新悦家园北区充电站,116.23014,40.210773,0,20,18,0,1.31
金隅畅椿阁南区,116.258981,40.212346,0,2,2,0,1.96
金隅水晶屿B1停车场,116.262914,40.212566,0,6,5,0,1.96
金隅畅椿阁北区,116.25917,40.214257,0,6,6,0,1.96
金隅红石座南区,116.263988,40.217696,0,6,6,0,1.96
北京市昌平区百善镇政府公共充电站,116.317029,40.191934,5,0,0,0,1.45
【不对外2021-03】北京市昌平区南邵镇公路管理站充电站,116.277004,40.223066,0,2,0,0,1.90
星星充电-昌平汇航桃源直流充电站,116.414466,40.218196,10,0,8,8,1.34
北京市昌平区兴寿供电所公共充电站,116.414576,40.227123,4,0,3,3,1.45
星星充电-昌平汇航桃源交流充电站,116.420894,40.224456,0,30,28,0,1.34
特来电北京七彩佳合充电站,116.533791,40.237384,3,1,4,3,1.68
北京市顺义区石家营公共充电站,116.614074,40.190225,32,0,28,28,1.45
北京市顺义区牛栏山镇北京中医院公共充电站,116.655737,40.208934,10,0,7,7,1.45
北京市顺义区木林供电所公共充电站,116.77388,40.248595,4,0,3,3,1.45
北京市平谷区实利德公司公共充电站,117.015771,40.239453,8,0,8,8,1.45
北京市延庆区八达岭供电所公共充电站,115.959724,40.363285,4,0,2,2,1.45
北京市昌平区八达岭奥特莱斯公共充电站,116.167966,40.233511,20,0,12,12,1.45
京能集团能+超充（乐多港万达广场充电站）,116.190677,40.22825,6,0,4,4,1.08
北京昌平新汇园乐多充电站,116.194933,40.230029,4,0,4,4,1.43
南郝庄充电站,116.217749,40.214323,16,0,0,0,1.03
派捷充-新悦家园北区充电站,116.229982,40.210806,0,5,4,0,1.17
【场站维护暂停使用】润杰大厦公寓楼,116.240087,40.213602,0,10,0,0,1.21
东关南里,116.246402,40.21423,0,3,1,0,2.06
壳牌充电北京中国石油大学地面充电站,116.245847,40.219243,2,10,2,1,1.43
红石座10号楼,116.265248,40.218495,0,12,10,0,1.96
红石座2号楼,116.26532,40.218551,0,8,7,0,1.96
金隅红石座北区,116.266197,40.220029,0,4,4,0,1.96
派捷充-静之湖休闲山庄充电站,116.442654,40.241763,0,5,5,0,2.26
【内部专用】星星充电-顺义-北石槽社区卫生服务中心充电站,116.53376,40.246968,1,4,4,1,1.60
北京市顺义区北石槽镇综合服务中心公共充电站,116.540957,40.249377,8,0,7,7,1.45
北京市顺义区牛栏山供电所公共充电站,116.654991,40.223787,2,0,2,2,1.45
北京市平谷区丛海逸园公共充电站,117.026592,40.256486,8,0,7,7,1.45
北京市平谷区首创悦洳汇小区充电站,117.078374,40.15537,8,0,3,3,1.45
北京市延庆区八达岭水关长城景区公共充电站,116.038288,40.335818,16,0,16,16,1.45
北京市昌平区乐多港奥特莱斯公共充电站,116.189597,40.235749,50,0,46,46,1.45
北京昌平锦祥秋实大厦充电站,116.242041,40.220767,24,0,18,18,1.45
【已撤】北京中国政法大学（昌平校区）充电站,116.247668,40.224278,6,6,0,0,1.10
北京市顺义区北石槽供电所院外公共充电站,116.541681,40.256541,4,0,4,4,1.45
